,open,high,low,close,volume,SMA_20
2024-08-23,0.9860182370820665,0.9836561743341408,0.9641881638846739,0.9661378889566805,0.044702549992855306,
2024-08-22,1.0,1.0,1.0,0.9618669920683347,0.021287773197030957,
2024-08-21,0.961094224924012,0.9821428571428585,0.9558421851289838,1.0,0.06180082097369838,
2024-08-20,0.9191489361702132,0.948244552058112,0.9447647951441587,0.9640024405125072,0.009388231700564562,
2024-08-19,0.8963525835866264,0.9275121065375309,0.9437025796661613,0.9243441122635749,0.047321080221277984,
2024-08-16,0.888449848024317,0.8919491525423737,0.9177541729893788,0.8953630262355095,0.056162713583068374,
2024-08-15,0.8863221884498484,0.8889225181598066,0.9305007587253415,0.9005491153142158,0.05466886856070388,
2024-08-14,0.8145896656534957,0.8538135593220346,0.8531107738998482,0.8508236729713232,0.01634646575479698,
2024-08-13,0.7884498480243165,0.799939467312349,0.8069802731411233,0.8102501525320323,0.0351962695261262,
2024-08-12,0.8176291793313073,0.8079933414043587,0.8006100151745077,0.7641854789505791,0.042607300648550755,
2024-08-09,0.8155015197568396,0.839891041162228,0.8018209408194235,0.8242830994508843,0.07471264558711191,
2024-08-08,0.7036474164133741,0.8474576271186445,0.7399089529590288,0.8596705308114707,0.13709128770211532,
2024-08-07,0.7212765957446816,0.7563559322033901,0.7308042488619124,0.682428309945089,0.14301990001927176,
2024-08-06,0.6185410334346502,0.7269975786924947,0.6379362670713205,0.682428309945089,0.1317647440218464,
2024-08-05,0.613981762917934,0.6166767554479424,0.5823975720789081,0.5759609517998783,0.22094802924659843,
2024-08-02,0.7425531914893622,0.7378934624697342,0.7004552352048563,0.75320317266626,0.1926363876785255,
2024-08-01,0.8650455927051679,0.8703087167070223,0.7790591805766311,0.7696766320927395,0.16184738280836622,
2024-07-31,0.8100303951367787,0.897999394673124,0.8306525037936279,0.8453325198291637,0.25970436257618945,
2024-07-30,0.8246200607902736,0.8441283292978214,0.8033383915022769,0.8117754728492983,0.09406227992491381,
2024-07-29,0.8762917933130705,0.8598668280871671,0.8060698027314119,0.8258084197681512,0.11212022027886481,0.833404514948139
2024-07-26,0.7951367781155012,0.8683414043583539,0.8194840667678314,0.8334350213544841,0.17576617601914715,0.8267693715680291
2024-07-25,0.6823708206686936,0.9497578692493951,0.6883156297420339,0.8404514948139106,0.5237294960021859,0.8206985967053081
2024-07-24,0.6015197568389059,0.6111198547215508,0.6229135053110779,0.5976205003050641,0.352951993081027,0.8005796217205614
2024-07-23,0.6082066869300915,0.6204600484261507,0.6188163884673745,0.6000610128126906,0.0352868156534657,0.7823825503355704
2024-07-22,0.5790273556231007,0.6080508474576272,0.6142640364188168,0.6015863331299576,0.05576764548381094,0.7662446613788896
2024-07-19,0.6680851063829794,0.6694915254237293,0.5866464339908957,0.5741305674191581,0.14395638480071313,0.7501830384380719
2024-07-18,0.6775075987841941,0.7442493946731243,0.6822458270106226,0.6342281879194633,0.12215150884857545,0.7368669920683344
2024-07-17,0.6410334346504563,0.6979418886198552,0.6813353566009104,0.7022574740695537,0.17114433763514905,0.7294386821232458
2024-07-16,0.6176291793313071,0.6573849878934626,0.6646433990895302,0.6522269676632089,0.1146260162607027,0.7215375228798047
2024-07-15,0.5784194528875384,0.6059322033898313,0.6063732928679819,0.562843197071385,0.08481607876011726,0.7114704087858449
2024-07-12,0.43191489361702207,0.5835351089588379,0.4819423368740523,0.5613178767541189,0.20836344617630612,0.6983221476510068
2024-07-11,0.40425531914893664,0.4406779661016955,0.42488619119878646,0.4234289200732153,0.07693404833994005,0.6765100671140939
2024-07-10,0.37234042553191493,0.40375302663438273,0.3590288315629744,0.40909090909090917,0.12044913536420171,0.662843197071385
2024-07-09,0.4027355623100304,0.3880145278450362,0.3933232169954479,0.3676021964612568,0.05741381792362915,0.6471018913971933
2024-07-08,0.36656534954407327,0.4149515738498799,0.40637329286798174,0.40298962782184233,0.05673176576706687,0.6384533251982916
2024-07-05,0.34620060790273577,0.3392857142857144,0.3438543247344459,0.3535692495424039,0.029025315116134542,0.6184716290420987
2024-07-03,0.41124620060790296,0.39648910411622307,0.3808801213960544,0.34472239170225727,0.0,0.5972239170225746
2024-07-02,0.31884498480243195,0.38150726392251944,0.35508345978755695,0.3926174496644297,0.08199147803499093,0.574588163514338
2024-07-01,0.2765957446808507,0.3504842615012116,0.3265553869499245,0.325503355704698,0.11106761324460654,0.550274557657108
2024-06-28,0.19756838905775087,0.25968523002421406,0.24006069802731478,0.2599145820622324,0.1690289595479363,0.521979865771812
2024-06-27,0.20577507598784273,0.23062953995157454,0.2385432473444613,0.19585112873703459,0.08270402224764187,0.4901006711409395
2024-06-26,0.21063829787234045,0.23607748184019428,0.2364188163884675,0.2269676632092743,0.07506539682421581,0.4594264795607077
2024-06-25,0.32796352583586597,0.3290738498789354,0.2670713201820938,0.24923733984136653,0.16410027408970415,0.4420073215375228
2024-06-24,0.32370820668693057,0.41101392251816016,0.349924127465858,0.32275777913361736,0.21362282761538634,0.4281421598535692
2024-06-21,0.2924012158054712,0.30508474576271283,0.26646433990895346,0.24496644295301984,0.5668583503159914,0.4103111653447223
2024-06-20,0.2957446808510644,0.2845036319612593,0.26100151745068345,0.2895057962172052,0.2042123413640817,0.3960799267846246
2024-06-18,0.17173252279635332,0.1776634382566593,0.17481031866464303,0.18669920683343566,0.11541761395210196,0.37370347773032325
2024-06-17,0.13404255319148906,0.14648910411622307,0.14810318664643418,0.15466748017083543,0.10567696317190722,0.34632397803538734
2024-06-14,0.11975683890577482,0.1389225181598066,0.13990895295902828,0.1458206223306897,0.07497910231254012,0.32100366076876136
2024-06-13,0.14164133738601858,0.14255447941888644,0.1734446130500764,0.14307504575960994,0.12466986038292044,0.3000152532031726
2024-06-12,0.21276595744680904,0.22972154963680413,0.1663429438543247,0.13941427699816966,0.12446930370028075,0.27892007321537515
2024-06-11,0.1711246200607901,0.15496368038740993,0.1271623672230655,0.1491763270286759,0.08650722532187885,0.2652074435631482
2024-06-10,0.1580547112462014,0.17796610169491522,0.18998482549317153,0.18151311775472845,0.1192867170691275,0.25382855399633913
2024-06-07,0.11641337386018336,0.19446125907990375,0.16509863429438543,0.17022574740695529,0.12133353785376183,0.24395973154362408
2024-06-06,0.09209726443769028,0.10774818401937036,0.12685887708649535,0.1150091519219032,0.0370829904084215,0.2295607077486271
2024-06-05,0.06261398176291788,0.0880750605326881,0.09590288315629802,0.08999389871873031,0.09302588217537369,0.21638194020744345
2024-06-04,0.007598784194529529,0.046004842615012365,0.03823975720789097,0.042098840756558786,0.06278799298563134,0.2012507626601585
2024-06-03,0.06656534954407345,0.057506053268765456,0.027617602427921106,0.02593044539353251,0.07486889246275569,0.18291641244661366
2024-05-31,0.041033434650455725,0.063256658595642,0.037025796661608545,0.07382550335570404,0.21629782461434358,0.17033251982916395
2024-05-30,0.036778115501520325,0.05599273607748234,0.04886191198785994,0.036607687614398365,0.14640930131273286,0.15916717510677225
2024-05-29,0.11094224924012241,0.11349878934624691,0.10895295902883184,0.07992678462477176,0.16990034146452612,0.15337095790115912
2024-05-28,0.18510638297872362,0.1878026634382577,0.18300455235204893,0.15954850518608854,0.0651424580224367,0.14999999999999983
2024-05-24,0.21671732522796372,0.21579903147699753,0.2303490136570563,0.19707138499084742,0.06236455863811716,0.14739170225747386
2024-05-23,0.3355623100303955,0.32021791767554575,0.2371775417298938,0.19035997559487416,0.11242108851857169,0.1407718120805367
2024-05-22,0.2747720364741637,0.30599273607748234,0.3077389984825496,0.2824893227577787,0.10933634206001808,0.14264795607077466
2024-05-21,0.16990881458966633,0.30538740920096874,0.22215477996965127,0.27577791336180546,0.3195853797832088,0.14196156192800466
2024-05-20,0.14133738601823786,0.15980629539951607,0.17481031866464303,0.16748017083587463,0.07156080331886433,0.14100061012812662
2024-05-17,0.14042553191489393,0.12802663438256712,0.14294385432473522,0.1403294691885293,0.08684841747889688,0.14028370957901132
2024-05-16,0.11884498480243177,0.14376513317191275,0.1569044006069804,0.13849908480780915,0.12244772688365008,0.13991763270286728
2024-05-15,0.10911854103343543,0.10502421307506093,0.14324734446130538,0.11683953630262334,0.1873218016673109,0.13860585723001795
2024-05-14,0.10668693009118613,0.09836561743341399,0.11714719271623686,0.08938377059182478,0.06323733561609665,0.1361043319097007
2024-05-13,0.09574468085106425,0.09624697336561816,0.12564491654021204,0.09548505186089074,0.050873902991815434,0.13341976815131146
2024-05-10,0.08449848024316164,0.09654963680387407,0.11229135053110806,0.08297742525930474,0.04027881032619127,0.12849298352654026
2024-05-09,0.09574468085106425,0.08081113801452844,0.09893778452200319,0.056131787675411715,0.17388888840910585,0.12278828553996309
2024-05-08,0.11124620060790313,0.1628329297820823,0.16024279210925663,0.1668700427089691,0.12442366526338991,0.12538133007931637
2024-05-07,0.14133738601823786,0.13347457627118686,0.16145675265553905,0.12050030506406362,0.10005984813361712,0.12690665039658305
2024-05-06,0.0653495440729488,0.11470944309927322,0.1141122913505308,0.12751677852349008,0.17094265161709868,0.1311775472849296
2024-05-03,0.019756838905775176,0.05236077481840251,0.06980273141122861,0.03904820012202581,0.11634519691324732,0.13183343502135428
2024-05-02,0.0,0.0,0.0,0.00793166564978609,0.14487406946914125,0.12853874313605837
2024-05-01,0.040729483282675005,0.04207021791767662,0.05098634294385462,0.0,0.15823390808312518,0.12670835875533845
2024-04-30,0.06504559270516808,0.056900726392251855,0.08013657056145718,0.053996339231238366,0.2898130425086499,0.1254118364856618
2024-04-29,0.09270516717325261,0.1010895883777243,0.10940819423368708,0.09151921903599725,0.24010288644180358,0.12201037217815722
2024-04-26,0.09574468085106425,0.09049636803874161,0.09438543247344455,0.08236729713239743,0.4872582067973902,0.11627516778523472
2024-04-25,0.1170212765957448,0.22911622276029053,0.09226100151745076,0.1366687004270899,1.0,0.11359060402684551
2024-04-24,0.5720364741641335,0.5874697336561745,0.5699544764795146,0.6000610128126906,0.3964361894602315,0.1294691885295911
2024-04-23,0.5586626139817632,0.5992736077481844,0.4971168437025799,0.5417937766931056,0.2857338165737412,0.14276998169615612
2024-04-22,0.5501519756838906,0.5579600484261507,0.541122913505311,0.532946918852959,0.09482444846414037,0.16104331909701033
2024-04-19,0.5495440729483292,0.5423728813559334,0.5447647951441583,0.5231848688224527,0.09226942674469532,0.1801860890787065
2024-04-18,0.547112462006079,0.5623486682808725,0.532625189681335,0.5198291641244657,0.08222119814382431,0.19925259304453932
2024-04-17,0.6021276595744682,0.5989709443099276,0.5814871016691958,0.5695546064673582,0.08994718098284202,0.22188834655277606
2024-04-16,0.6455927051671733,0.6304479418886206,0.6142640364188168,0.5893837705918239,0.18764273221843128,0.24688834655277603
2024-04-15,0.6449848024316109,0.6840193704600486,0.5541729893778458,0.5131177547284924,0.12483082389469119,0.2677699816961561
2024-04-12,0.5972644376899696,0.6141010895883783,0.5786039453717757,0.5442342892007321,0.1261088329906243,0.2908328248932275
2024-04-11,0.6592705167173252,0.6632869249394675,0.6664643399089538,0.6549725442342895,0.08056061006964613,0.3207748627211714
2024-04-10,0.7012158054711248,0.6971852300242132,0.6949924127465863,0.6592434411226353,0.09518743015143524,0.3453935326418547
2024-04-09,0.7960486322188451,0.7981234866828091,0.72959028831563,0.7589993898718728,0.07583978875847575,0.3773184868822451
2024-04-08,0.7565349544072957,0.7675544794188873,0.797930197268589,0.7745576571079926,0.06806318512046122,0.40967053081147026
2024-04-05,0.7367781155015205,0.76997578692494,0.770864946889227,0.7538133007931664,0.0241398101294876,0.4454087858450272
2024-04-04,0.8404255319148941,0.8595641646489112,0.7502276176024285,0.7172056131787672,0.08472599765324101,0.48087248322147635
2024-04-03,0.7370820668693012,0.8011501210653753,0.7849772382397582,0.8075045759609516,0.07771561487563261,0.5212477120195239
